#{"t_start": 1700903625.1683178, "env_id": "None"}
r,l,t
-7395.0,72,6.889209
-7195.0,70,10.555011
-15183.0,71,15.362685
-16290.0,70,22.256113
-11265.0,70,29.601829
-8039.0,72,36.490662
-7416.0,73,44.454739
-12657.0,72,50.381253
-10143.0,70,57.665822
-20631.0,74,64.773094
-9571.0,71,71.600672
-9061.0,71,79.489517
-13745.0,74,86.895663
-9162.0,72,92.872857
-10272.0,71,99.770276
-11389.0,74,106.679728
-9123.0,73,115.029052
-7558.0,73,122.89492
-5644.0,69,130.677058
-7385.0,66,138.55404
-6153.0,72,145.471019
-7783.0,72,153.839505
-8008.0,71,160.698414
-8739.0,71,168.506119
-6567.0,74,176.434532
-5999.0,72,184.677921
-5848.0,70,191.41265
-7408.0,70,199.18147
-8082.0,72,204.925091
-4475.0,71,213.026028
-5056.0,70,220.799488
-4974.0,72,228.8347
-6151.0,74,235.714076
-7331.0,78,243.965384
-5538.0,71,251.7007
-4858.0,72,257.365246
-5747.0,73,264.157069
-4903.0,73,272.320678
-4227.0,72,278.005572
-4396.0,73,285.791301
-4907.0,72,293.597804
-6039.0,72,301.716959
-5630.0,72,309.456179
-3080.0,72,317.226239
-4359.0,70,324.963043
-5008.0,74,332.048761
-4478.0,72,338.795466
-4429.0,70,346.535008
-4207.0,72,353.231372
-3667.0,72,360.973115
-3255.0,69,369.053536
-4494.0,72,376.787274
-4340.0,72,384.532092
-3786.0,72,392.26605
-4081.0,73,400.321726
-3238.0,69,408.005082
-5046.0,69,414.68635
-3059.0,72,422.400221
-3370.0,70,428.394351
-3054.0,71,437.10264
-3429.0,73,444.820626
-3903.0,71,452.523098
-3584.0,69,459.508898
-3321.0,70,465.115852
-3351.0,71,472.799415
-2787.0,70,480.471433
-3360.0,71,488.166077
-2814.0,69,496.217298
-3723.0,73,503.948815
-3058.0,72,511.672885
-3232.0,69,519.377056
-3058.0,69,527.419592
-3341.0,70,535.12542
-3574.0,70,542.818363
-3069.0,71,549.513215
-3530.0,71,556.566978
-3089.0,71,563.236245
-3487.0,69,569.857174
-3425.0,69,577.544754
-3403.0,67,585.595162
-3260.0,71,593.340869
-3158.0,69,601.030926
-4166.0,69,607.674906
-3368.0,70,615.356742
-3264.0,72,623.436272
-2958.0,69,631.081917
-3600.0,69,637.718041
-2976.0,68,644.407986
-3434.0,67,652.404283
-3292.0,72,659.108062
-2971.0,70,666.784421
-3981.0,72,673.467048
-3091.0,69,680.458524
-2447.0,69,687.072737
-2617.0,72,694.794038
-2791.0,69,701.472852
-3304.0,68,708.051443
-2975.0,70,716.135196
-2737.0,70,723.784961
-2893.0,69,731.471802
-3074.0,68,739.121246
-2693.0,71,747.204721
-3685.0,69,754.854926
-2886.0,70,762.503834
-3356.0,69,771.163952
-2946.0,69,779.193777
-2647.0,71,786.873036
-3202.0,70,793.454876
-2761.0,71,800.139583
-3069.0,71,807.869028
-2964.0,70,815.88013
-2767.0,70,823.555262
-2864.0,69,831.22907
-2596.0,73,838.955001
-3858.0,71,845.997284
-2778.0,70,853.677207
-2993.0,69,860.303178
-3146.0,70,867.947046
-2585.0,69,875.993134
-3129.0,69,883.658908
-2901.0,69,890.269351
-2503.0,72,897.963148
-2848.0,71,906.04464
-2655.0,67,913.664972
-2745.0,69,921.299072
-2531.0,69,928.93541
-3117.0,67,936.536525
-2453.0,68,944.547162
-2459.0,69,952.234751
-3439.0,70,957.826015
-2845.0,71,965.554497
-2475.0,70,973.626811
-2742.0,71,981.291448
-2709.0,70,988.966351
-2259.0,74,996.719964
-2783.0,70,1004.724183
-2618.0,70,1012.422686
-2545.0,69,1020.058341
-2858.0,72,1027.760646
-2529.0,69,1034.410792
-2977.0,69,1042.535132
-2840.0,69,1050.252209
-2842.0,69,1058.029195
-2700.0,68,1065.673344
-2538.0,69,1073.671414
-2911.0,67,1080.258498
-2579.0,72,1088.033511
-2493.0,71,1095.735824
-2675.0,68,1103.780557
-3406.0,68,1111.408293
-2512.0,70,1119.099943
-2845.0,68,1126.755936
-2987.0,67,1134.364505
-2378.0,69,1142.370511
-2803.0,68,1149.998482
-3597.0,69,1156.630448
-2893.0,66,1162.146448
-2357.0,68,1170.176497
-2355.0,71,1177.911164
-3025.0,69,1185.579166
-2723.0,68,1193.22373
-2460.0,68,1201.221384
-2693.0,68,1208.838741
-2962.0,68,1215.440273
-2517.0,68,1222.04752
-2557.0,69,1228.655892
-2605.0,67,1235.611903
-2219.0,68,1243.219422
-2975.0,69,1250.895605
-2729.0,66,1258.472934
-2417.0,68,1265.451867
-2914.0,72,1273.185854
-2583.0,71,1280.892879
-2434.0,68,1288.536943
-3226.0,70,1296.20636
-2690.0,69,1303.179772
-2922.0,69,1310.863089
-2124.0,67,1318.461822
-2693.0,68,1326.094233
-3147.0,68,1334.111187
-2653.0,68,1341.769691
-2482.0,69,1349.413113
-2618.0,67,1357.033715
-2422.0,70,1365.045373
-2123.0,69,1372.667421
-2885.0,68,1380.282084
-2874.0,69,1387.936635
