#{"t_start": 1700908362.1442065, "env_id": "None"}
r,l,t
-145864.0,69,7.956741
-46262.0,71,16.38334
-54945.0,71,21.550502
-68266.0,69,27.785469
-80680.0,70,35.452075
-47801.0,69,44.642875
-79257.0,69,51.646032
-52428.0,69,58.815822
-28651.0,69,68.207257
-31434.0,66,74.954597
-114250.0,70,81.7809
-48593.0,71,88.731208
-28530.0,72,97.790444
-46974.0,70,105.445627
-61359.0,74,115.214057
-29269.0,73,123.940956
-35654.0,72,132.48967
-31308.0,69,140.502471
-21210.0,70,149.268211
-36231.0,71,156.954472
-59703.0,72,165.756854
-19790.0,69,174.813796
-19546.0,72,183.352663
-42868.0,69,192.102764
-47879.0,69,200.804563
-30918.0,71,209.79533
-27451.0,72,218.348981
-60704.0,73,227.844738
-30840.0,74,236.350967
-32959.0,69,244.216585
-23252.0,70,252.677674
-27634.0,70,261.256604
-20214.0,71,269.972192
-22736.0,69,277.637516
-22623.0,70,286.576036
-31020.0,71,294.012869
-21843.0,69,302.447534
-23313.0,71,310.972715
-27658.0,72,319.856044
-21966.0,71,328.440495
-28193.0,70,336.866531
-22035.0,70,345.407455
-18749.0,71,354.138005
-24967.0,71,362.612531
-25944.0,74,371.188462
-18629.0,71,379.753817
-26041.0,70,387.644657
-20866.0,71,395.047134
-22128.0,72,403.485727
-15518.0,70,412.084211
-26231.0,72,420.599756
-22442.0,72,429.476374
-17088.0,71,437.872042
-20393.0,69,446.367988
-22010.0,70,454.778913
-17348.0,70,462.576936
-19654.0,71,470.958485
-12656.0,70,479.482116
-20233.0,72,487.962836
-24978.0,71,496.839519
-13823.0,75,505.332912
-22323.0,71,513.878194
-18388.0,73,522.360417
-20919.0,69,531.19746
-34870.0,69,539.591363
-14451.0,69,547.903083
-27209.0,71,556.346758
-14026.0,71,565.223207
-25314.0,68,573.70857
-13680.0,72,582.03049
-18378.0,69,590.466915
-14109.0,71,598.835853
-17149.0,68,605.34458
-14591.0,69,613.609773
-13293.0,71,621.820169
-16493.0,69,629.116222
-10786.0,76,637.971266
-12197.0,71,646.333748
-14808.0,72,654.709151
-12934.0,72,663.095527
-18018.0,69,670.712942
-12238.0,73,678.969826
-14639.0,69,685.175404
-13155.0,71,693.535154
-13086.0,71,701.259853
-13227.0,72,709.523961
-10261.0,70,718.811489
-13913.0,71,727.008612
-10252.0,71,734.154616
-13164.0,71,742.911894
-17339.0,69,751.381613
-12302.0,71,759.801901
-13029.0,71,768.133273
-14062.0,71,776.859969
-11088.0,72,786.315218
-15715.0,68,794.591766
-11326.0,72,802.829056
-9394.0,72,811.512284
-12769.0,72,819.692563
-14442.0,70,827.961335
-10927.0,71,836.251929
-18511.0,70,844.99425
-11616.0,69,853.169806
-11867.0,70,861.430974
-10548.0,73,869.735024
-12491.0,72,877.10708
-15872.0,69,884.683774
-12733.0,72,892.891522
-12032.0,71,901.06452
-10525.0,69,908.175276
-14183.0,70,915.797261
-12087.0,71,923.963751
-12486.0,70,932.194507
-12440.0,72,940.540041
-11453.0,73,950.307105
-12988.0,68,957.61814
-13109.0,70,965.990336
-14571.0,70,974.219408
-11468.0,71,982.868457
-12351.0,71,990.030468
-10362.0,71,997.24256
-11743.0,72,1005.538167
-8871.0,72,1012.868011
-13391.0,68,1019.416307
-10928.0,68,1025.815961
-13207.0,70,1032.011284
-14304.0,71,1039.22416
-10991.0,71,1047.91963
-10668.0,69,1055.207984
-11665.0,70,1063.473059
-13386.0,71,1071.727458
-11890.0,69,1080.293669
-11450.0,71,1088.649758
-11597.0,72,1096.915491
-9181.0,74,1105.31912
-10973.0,69,1113.912522
-11888.0,70,1122.192896
-13650.0,69,1130.402462
-11235.0,71,1138.670995
-13539.0,69,1145.920751
-11353.0,69,1153.565958
-12679.0,69,1161.82299
-14324.0,69,1170.094592
-8626.0,75,1178.439447
-10111.0,75,1188.174271
-12200.0,71,1195.402388
-11247.0,71,1202.539692
-13208.0,69,1209.62617
-11851.0,71,1218.302554
-10513.0,70,1226.531755
-9564.0,70,1233.738679
-10897.0,71,1240.952189
-11741.0,72,1249.646164
-11381.0,72,1257.92554
-12530.0,71,1266.159963
-13270.0,69,1274.340886
-10067.0,73,1282.670858
-11130.0,73,1291.424151
-11706.0,71,1299.759748
-12258.0,71,1308.014994
-9752.0,71,1316.264191
-8540.0,74,1324.980707
-9018.0,70,1333.208589
-10180.0,72,1341.399822
-12020.0,69,1348.517294
-9796.0,70,1357.166694
-11258.0,76,1364.354916
-11329.0,72,1372.565144
-11427.0,70,1380.864056
-8665.0,70,1389.556043
-9473.0,70,1397.769481
-11803.0,69,1406.020597
-11496.0,72,1414.293545
-11617.0,71,1422.882954
-9573.0,71,1431.09593
-9880.0,74,1439.405965
-11730.0,70,1447.578324
-13450.0,70,1455.772655
-11336.0,71,1464.326916
-11537.0,70,1471.550524
