#{"t_start": 1700908362.428086, "env_id": "None"}
r,l,t
-72011.0,68,6.586548
-80557.0,69,13.93612
-108452.0,71,20.144925
-62949.0,70,26.404318
-52322.0,72,35.156479
-52803.0,68,43.297192
-76082.0,72,52.451612
-68037.0,69,59.632853
-80135.0,67,67.946278
-39752.0,69,75.765942
-32310.0,69,82.580731
-57043.0,72,90.588781
-35671.0,71,98.592972
-27331.0,72,107.321467
-26941.0,71,115.985535
-37455.0,69,122.560924
-45026.0,72,131.099718
-25132.0,69,139.124526
-47945.0,69,147.853858
-59594.0,68,154.450038
-22480.0,71,163.181283
-41044.0,69,172.267087
-27693.0,73,181.884422
-26193.0,71,190.663346
-31024.0,70,198.362548
-27206.0,71,208.391958
-24678.0,72,216.947676
-25252.0,71,225.361387
-35387.0,71,233.784559
-26798.0,71,242.751797
-18642.0,69,251.172993
-49977.0,68,258.666359
-30860.0,71,268.394336
-61330.0,71,276.121109
-25644.0,71,285.082894
-20280.0,70,292.528084
-23284.0,71,299.939037
-21740.0,69,308.432579
-19137.0,70,317.248414
-26951.0,71,325.83884
-21512.0,71,334.294247
-30635.0,69,342.798298
-19081.0,70,351.538942
-23714.0,72,360.050857
-24515.0,72,368.549544
-32704.0,68,376.032039
-16092.0,71,384.931681
-17164.0,69,392.311771
-21762.0,71,399.710802
-19699.0,68,408.239958
-20152.0,71,416.679791
-10747.0,70,425.543514
-16327.0,73,433.970686
-25806.0,71,442.507385
-18050.0,71,450.970108
-17173.0,71,459.833259
-16762.0,69,467.166558
-18271.0,69,475.608983
-14896.0,69,483.992374
-19721.0,71,492.859792
-16065.0,69,501.175281
-22915.0,69,509.610273
-20348.0,70,518.033792
-15863.0,71,526.468271
-20205.0,70,535.27471
-12914.0,71,543.720083
-14799.0,73,552.222095
-18039.0,71,560.731524
-15764.0,68,569.540818
-14884.0,71,577.953906
-16157.0,68,586.24046
-21221.0,69,593.588557
-13888.0,72,602.271551
-15200.0,72,609.63627
-15111.0,72,617.910274
-13343.0,71,626.221393
-19338.0,71,633.909667
-15507.0,70,642.208971
-10423.0,71,650.543689
-17723.0,72,658.960658
-17960.0,71,667.261787
-11281.0,71,674.877222
-15165.0,72,682.137524
-13197.0,70,690.518227
-15233.0,72,697.867288
-10965.0,68,706.408335
-12294.0,72,714.720718
-11966.0,71,722.94886
-10336.0,72,731.180095
-15668.0,69,739.834824
