#{"t_start": 1701151460.2776515, "env_id": "None"}
r,l,t
-11633.0,72,5.452505
-14565.0,72,13.671324
-10043.0,72,19.479035
-11452.0,75,27.495399
-16265.0,70,35.20679
-9356.0,71,42.107275
-8517.0,69,47.967158
-8564.0,71,54.791091
-8701.0,72,63.265524
-10775.0,68,69.128781
-9644.0,69,75.003994
-20784.0,69,83.023772
-8849.0,72,91.463291
-11454.0,72,98.384237
-12764.0,71,106.45723
-10924.0,74,113.557088
-13207.0,70,122.217252
-10942.0,71,129.152003
-7776.0,71,137.16568
-7104.0,71,143.173693
-8394.0,70,151.166542
-9867.0,71,159.441909
-5274.0,69,167.341829
-7073.0,70,175.368887
-9561.0,69,183.265775
-4513.0,70,191.507679
-6803.0,69,199.42398
-5662.0,68,207.181761
-6088.0,69,214.011822
-6442.0,72,223.441196
-5638.0,70,229.335451
-5675.0,67,236.187154
-5149.0,67,242.117204
-7667.0,72,250.04949
-5733.0,69,258.453681
-5727.0,71,266.255499
-5913.0,69,273.039498
-8727.0,72,280.892411
-4498.0,70,288.17241
-4658.0,68,294.885933
-5714.0,69,299.551311
-4372.0,70,307.367921
-4139.0,69,313.677317
-4140.0,68,320.528195
-3838.0,69,327.376995
-4289.0,68,334.29225
-3480.0,67,340.216574
-3313.0,68,346.585902
-3905.0,69,354.335124
-4003.0,67,360.975923
-3980.0,70,367.631453
-3332.0,69,375.786919
-3417.0,67,382.501282
-4308.0,69,389.196659
-2969.0,68,396.98669
-3030.0,66,405.15839
-2954.0,68,413.057759
-2941.0,68,419.807636
-2743.0,69,426.504276
-4229.0,69,434.231971
-2978.0,70,442.382568
-2834.0,68,450.04965
-3323.0,69,457.756746
-3008.0,69,465.525234
-2905.0,69,473.617161
-3637.0,69,481.346397
-2736.0,68,488.987677
-3701.0,68,496.671196
-3052.0,68,503.299271
-3205.0,68,511.375453
-3293.0,68,519.041677
-3193.0,67,526.694825
-4014.0,68,534.362143
-2972.0,68,541.379017
-2924.0,67,549.023562
-3379.0,67,556.676533
-3037.0,66,564.266272
-2855.0,66,572.256174
-2891.0,69,579.931094
-2953.0,68,586.555691
-3129.0,71,594.242371
-3798.0,67,601.885514
-3006.0,68,609.896134
-3474.0,68,617.515672
-2931.0,67,624.114074
-3032.0,69,630.768494
-3253.0,70,637.8894
-3033.0,67,645.603393
-2722.0,68,653.317923
-2748.0,68,661.026759
-2379.0,70,668.817277
-2581.0,69,677.103825
-2777.0,69,684.869402
-3492.0,70,692.702217
-2202.0,68,699.393885
-2197.0,69,707.681579
-2382.0,70,714.396931
-3138.0,69,720.07212
-2663.0,68,726.803642
-2199.0,71,734.033677
-2396.0,67,740.736946
-2710.0,69,747.469445
-2636.0,67,754.176121
-2609.0,69,760.866397
-2809.0,67,766.924725
-2467.0,69,773.632953
-2835.0,69,780.318565
-2796.0,66,786.918574
-2650.0,69,795.163402
-2240.0,67,802.899344
-2465.0,68,810.648884
-2954.0,71,819.508793
-2285.0,69,827.648457
-2774.0,69,835.386818
-2738.0,69,842.284655
-2786.0,69,848.957765
-2391.0,67,853.447966
-2832.0,68,860.465764
-2438.0,69,868.148597
-2754.0,69,875.820714
-2552.0,69,883.465333
-3072.0,68,890.446908
-2525.0,68,896.965828
-2810.0,68,904.591891
-2724.0,67,909.256675
-2708.0,68,915.794105
-2271.0,70,925.081274
-2200.0,67,930.774962
-2526.0,68,937.56458
-2740.0,69,945.175979
-2858.0,69,952.262154
-2488.0,67,958.842452
-2355.0,66,966.459186
-2433.0,69,973.114127
-2575.0,68,981.232543
-2457.0,68,987.835008
-2515.0,68,993.392347
-2484.0,68,999.963408
-2513.0,68,1006.536454
-2663.0,68,1013.555626
-2518.0,67,1019.136894
-2638.0,68,1025.799244
-2532.0,66,1032.397253
-2560.0,66,1039.46256
-2940.0,67,1047.195215
-2504.0,68,1054.907896
-2672.0,69,1062.567811
-2795.0,68,1069.171143
-2506.0,68,1076.182119
-2854.0,67,1083.801049
-2573.0,73,1093.530644
-2416.0,67,1100.103225
-2239.0,67,1107.056908
-2358.0,70,1114.831386
-2499.0,70,1122.527051
-2771.0,69,1130.204617
-2225.0,68,1137.11121
-2565.0,69,1142.664344
-2394.0,67,1149.249528
-2865.0,70,1155.880582
-2954.0,67,1161.453552
-2030.0,67,1168.448617
-2700.0,68,1172.969137
-2173.0,68,1179.59281
-2558.0,68,1187.24894
-2728.0,67,1194.179863
-2727.0,67,1201.801066
-2214.0,68,1209.426557
-2578.0,69,1215.03563
-2447.0,68,1220.594316
-2678.0,69,1227.872036
-2586.0,69,1235.551725
-2291.0,68,1242.308133
-2530.0,69,1247.897136
-2444.0,68,1255.994173
-3015.0,70,1263.699836
-2805.0,66,1271.335186
-2574.0,69,1278.990102
-2700.0,69,1287.07079
-2578.0,68,1294.766466
-2274.0,69,1302.563702
-2358.0,67,1310.315446
-2513.0,69,1316.949458
-2627.0,68,1322.956067
-2570.0,68,1330.589386
-2522.0,70,1338.221332
-2587.0,67,1344.764642
-2975.0,69,1352.785411
-2404.0,69,1359.386639
-2755.0,69,1366.011236
-2532.0,68,1372.58516
-2580.0,69,1379.238369
-2396.0,67,1385.153855
-2406.0,69,1391.829271
-2585.0,68,1398.44811
-2502.0,68,1406.080814
-2671.0,68,1414.134054
-2445.0,69,1421.783992
-2729.0,68,1428.397231
-2532.0,67,1435.091137
-2210.0,69,1442.240383
-2332.0,70,1448.900484
-2129.0,68,1456.521939
-2438.0,68,1464.172883
-2447.0,68,1470.715611
-2431.0,66,1477.684492
-2369.0,69,1484.306289
-2383.0,66,1491.929517
-2425.0,68,1498.477984
-2448.0,67,1505.438281
-2574.0,68,1513.067451
-2676.0,69,1520.672853
-2278.0,68,1528.210945
-2388.0,67,1535.828175
-2160.0,67,1542.777857
-2325.0,68,1550.373583
-2937.0,66,1557.941086
-2511.0,68,1565.594966
-2731.0,67,1573.598031
-2709.0,68,1581.201553
-2617.0,67,1588.789886
-2609.0,67,1595.36822
-2599.0,68,1602.995899
-2702.0,69,1611.038722
-2443.0,68,1617.613627
-2165.0,69,1625.231959
-2370.0,69,1631.801853
-2405.0,69,1639.820836
-2152.0,69,1647.442892
-3220.0,69,1655.05394
-2447.0,69,1661.639034
-2848.0,66,1668.591534
-2253.0,69,1676.230596
-2308.0,69,1683.816199
-2412.0,68,1690.440838
-2427.0,68,1698.067817
-2303.0,68,1705.022873
-2331.0,68,1712.643585
-2440.0,68,1719.210855
-2540.0,68,1726.859806
-2640.0,68,1733.834048
-2555.0,70,1740.434447
-2782.0,69,1748.061358
-2582.0,69,1754.628102
