#{"t_start": 1701099467.275384, "env_id": "None"}
r,l,t
-6004.0,76,6.083548
-17670.0,76,14.1068
-9935.0,78,21.948977
-6615.0,76,30.250423
-11984.0,75,38.092741
-5102.0,74,44.906587
-5330.0,71,50.618726
-11613.0,75,57.954774
-3848.0,72,65.865451
-4846.0,70,72.667436
-5087.0,72,79.46505
-6672.0,72,87.381693
-7292.0,73,95.733175
-4893.0,74,101.595277
-7224.0,70,107.414259
-6474.0,71,115.400273
-5417.0,71,123.702758
-4368.0,68,131.594325
-5312.0,73,138.517443
-7203.0,72,145.337652
-4645.0,68,152.654626
-3566.0,68,160.429485
-5465.0,69,168.288777
-3849.0,68,175.050044
-6921.0,70,183.293492
-4322.0,68,190.03528
-3817.0,68,197.8054
-5648.0,67,204.517703
-4417.0,68,212.305005
-5502.0,66,220.460243
-3481.0,66,228.228422
-4393.0,67,236.094468
-5194.0,67,242.992019
-3302.0,65,251.277878
-4034.0,66,259.11249
-4272.0,67,266.046695
-2779.0,66,271.725094
-6313.0,68,279.521589
-3768.0,67,287.669361
-3745.0,66,294.323965
-3767.0,65,302.032723
-4154.0,67,308.79644
-3914.0,64,316.515934
-3957.0,65,324.610989
-3355.0,65,332.34056
-4624.0,67,340.081036
-4484.0,67,346.831237
-3565.0,66,353.919761
-3727.0,65,360.598521
-3438.0,64,368.289349
-3345.0,66,374.965679
-4008.0,66,381.700503
-4030.0,65,388.78327
-3706.0,64,395.477125
-4072.0,68,403.286551
-4023.0,65,411.014203
-4117.0,66,419.366708
-3430.0,64,426.247201
-3064.0,64,434.090711
-3356.0,65,440.91265
-3913.0,63,448.731759
-3104.0,65,456.972802
-3324.0,65,464.737349
-3151.0,65,472.587004
-3604.0,66,480.39552
-4127.0,66,488.653166
-3440.0,66,496.45266
-3469.0,66,504.143126
-2789.0,64,510.790142
-3510.0,64,518.501953
-3054.0,65,526.740019
-3932.0,67,534.642696
-2857.0,65,542.396123
-3181.0,66,550.123414
-3337.0,66,557.868184
-3106.0,67,565.114385
-3424.0,66,571.940236
-2697.0,66,579.693531
-3039.0,65,587.494252
-3211.0,65,595.766485
-3764.0,64,603.546067
-2805.0,65,611.372051
-2997.0,65,619.194029
-3339.0,65,627.037858
-3501.0,65,635.330776
-2984.0,65,643.22622
-2960.0,65,650.021571
-2811.0,65,657.848905
-3518.0,64,666.059535
-3001.0,65,673.841886
-4180.0,66,681.575286
-2947.0,66,689.261385
-2997.0,65,696.96526
-2731.0,65,705.083988
-2874.0,67,712.916435
-3509.0,67,720.677257
-3840.0,67,728.564053
-3611.0,65,736.449521
-2859.0,67,744.80739
-4157.0,69,752.635895
-3549.0,67,760.430063
-3158.0,66,768.303962
-3441.0,65,776.65677
-2866.0,65,784.40409
-3428.0,67,792.32427
-3058.0,64,800.151365
-3614.0,65,807.998517
-3131.0,67,816.329283
-2673.0,65,824.12875
-3229.0,66,831.913389
-3375.0,65,839.758718
-3051.0,65,848.077532
-2833.0,65,855.843239
-2957.0,67,863.6473
-2664.0,65,871.469227
-3273.0,65,879.196411
-2776.0,67,887.491283
-3594.0,67,895.349533
-2767.0,65,903.106868
-2754.0,65,910.940992
-2753.0,69,919.257015
-3502.0,76,927.151555
-3388.0,74,935.018239
-3413.0,72,942.830377
-3515.0,74,951.297865
-3351.0,72,959.197732
-2930.0,69,967.019382
-3990.0,71,974.98103
-3083.0,70,982.768631
-3165.0,71,991.125288
-3738.0,72,999.153309
-3791.0,74,1007.203151
-6663.0,74,1015.252245
-4289.0,74,1023.613996
-3377.0,76,1031.738943
-4484.0,74,1048.764186
-3758.0,70,1057.293373
-3387.0,71,1065.225817
-3293.0,69,1073.162833
-5710.0,71,1081.157113
-3555.0,67,1089.481768
-3371.0,71,1097.419782
-4175.0,68,1105.262594
-3209.0,67,1112.112505
-3154.0,69,1120.436351
-3995.0,71,1128.315408
-3133.0,68,1135.214149
-4041.0,71,1143.169489
-4199.0,67,1150.930963
-3400.0,71,1159.107448
-3481.0,67,1166.796225
-4306.0,71,1174.643697
-3087.0,68,1182.349259
-3835.0,68,1189.498616
-3009.0,69,1197.329517
-3792.0,69,1205.085643
-3608.0,68,1212.851283
-3668.0,67,1221.023399
-4628.0,71,1227.80442
-3992.0,72,1235.577476
-3542.0,71,1243.377393
-3373.0,72,1251.169328
-2609.0,69,1259.253429
-4556.0,72,1267.090807
-3509.0,72,1274.917038
-2925.0,71,1282.674084
-3461.0,68,1289.709924
-3074.0,72,1296.464908
-2957.0,69,1304.18461
-2889.0,69,1311.868189
-3619.0,67,1319.913198
-3975.0,71,1325.688897
-4295.0,69,1332.424912
-3799.0,72,1340.218042
-4663.0,68,1348.384158
-3487.0,71,1356.194312
-2852.0,69,1362.94659
-3166.0,71,1370.729843
-2921.0,69,1378.382523
-3124.0,69,1386.499787
-3229.0,65,1394.187638
-3198.0,67,1401.895846
-3517.0,69,1409.643885
-2807.0,72,1417.879727
-3059.0,71,1425.614029
-2782.0,69,1433.344253
-2961.0,72,1441.13058
-3406.0,71,1448.305744
-3837.0,72,1454.096769
-3118.0,69,1460.832916
-2457.0,71,1468.546532
-3509.0,72,1476.348752
-2806.0,71,1484.575125
-2741.0,72,1491.406245
-2861.0,71,1499.220089
-3007.0,71,1506.99569
-3218.0,67,1515.090293
-3350.0,69,1522.785893
-3126.0,71,1530.587137
-3402.0,69,1538.358419
-2685.0,69,1546.451698
-2538.0,71,1553.213474
-2985.0,71,1560.009596
-2771.0,69,1566.710055
-3216.0,71,1573.809596
-2926.0,72,1581.612896
-3309.0,71,1588.34281
-3245.0,71,1595.112708
-2559.0,71,1601.792187
-3123.0,71,1608.907734
-2963.0,71,1616.686002
-3117.0,69,1623.423316
-2906.0,69,1629.066652
-3563.0,71,1636.163741
-2863.0,71,1643.901505
-3161.0,71,1651.709837
-3314.0,69,1659.431693
-3175.0,72,1667.616191
-3277.0,69,1675.314438
-3355.0,71,1683.130255
-2812.0,72,1690.909202
-3009.0,71,1699.05685
-3559.0,69,1706.780304
-2857.0,71,1714.513265
-2991.0,71,1722.226779
-2849.0,72,1729.952321
-2742.0,72,1738.092531
-2880.0,69,1745.791533
-2686.0,71,1753.542753
-2620.0,72,1761.32227
-3398.0,72,1769.501525
-3115.0,72,1777.252593
-2707.0,71,1784.985318
-2758.0,71,1792.742796
-2867.0,71,1800.933307
-3712.0,72,1808.732633
-3132.0,71,1816.48503
-2953.0,69,1824.166138
-2996.0,71,1832.330482
-3119.0,69,1840.021541
-3023.0,71,1847.796593
-2894.0,72,1855.537108
