#{"t_start": 1701097594.7067215, "env_id": "None"}
r,l,t
-76369.0,77,8.22415
-27181.0,77,15.211609
-51150.0,75,20.292255
-24346.0,74,27.856121
-43547.0,74,37.110424
-29323.0,75,46.061887
-47851.0,75,55.021298
-32728.0,72,64.027002
-28131.0,75,72.112808
-41696.0,76,79.815432
-22053.0,75,88.53166
-33623.0,77,96.827783
-52068.0,80,105.705898
-23510.0,77,114.424119
-30783.0,77,123.031692
-52138.0,78,131.08622
-43180.0,84,137.961104
-23332.0,81,146.880381
-40981.0,79,155.625621
-21866.0,77,164.594073
-49712.0,76,172.110824
-28285.0,78,179.806785
-20335.0,72,188.300821
-17637.0,77,196.385363
-20016.0,73,204.909141
-33595.0,82,212.654973
-18187.0,78,219.103871
-16632.0,76,227.87895
-14961.0,75,235.154774
-26596.0,80,242.64925
-15884.0,80,250.058837
-16187.0,77,259.761488
-28510.0,74,268.100369
-15560.0,79,276.543711
-13409.0,74,284.747821
-15696.0,76,293.421671
-15050.0,74,300.833742
-21923.0,75,308.173823
-18188.0,78,316.551545
-13890.0,76,325.29918
-14243.0,73,332.531415
-15615.0,76,340.897319
-15745.0,78,349.151464
-16016.0,76,357.917506
-19990.0,74,366.289075
-17880.0,72,374.612045
-15643.0,76,383.095715
-12280.0,74,391.733713
-11604.0,75,400.079714
-11646.0,74,408.296404
-12176.0,74,416.432803
-10859.0,75,425.01724
-12273.0,73,433.297707
-12721.0,77,441.558726
-13919.0,73,449.759403
-12736.0,79,459.392294
-11970.0,75,466.551226
-15467.0,75,474.749116
-15543.0,78,482.948572
-14312.0,75,491.526183
-11713.0,77,499.68141
-11873.0,74,507.832869
-11946.0,75,514.934697
-13853.0,73,523.560658
-11033.0,73,530.696943
-10814.0,78,538.861409
-13493.0,74,547.00732
-9402.0,77,554.533327
-11620.0,78,562.744164
-12856.0,76,570.996705
-11986.0,75,579.178025
-11971.0,78,587.640922
-12459.0,78,594.706752
-11243.0,78,602.83371
-11951.0,78,611.303859
-10292.0,78,619.42562
-11028.0,76,627.488531
-11204.0,75,634.502532
-10228.0,80,643.091443
-11670.0,73,651.164375
-9706.0,78,659.431852
-10665.0,75,667.444977
-10836.0,75,675.980131
-11911.0,75,684.233872
-11905.0,73,692.468513
-11824.0,73,700.685428
-13361.0,72,709.268384
-13703.0,74,717.634681
-14387.0,72,726.109564
-11705.0,73,734.432367
-12751.0,72,743.017588
-12497.0,71,751.123849
-9774.0,75,759.305108
-10527.0,75,768.558962
-10638.0,75,776.758828
-10251.0,72,785.295216
-12509.0,75,792.576687
-18161.0,72,800.842696
-11723.0,72,808.112206
-10441.0,74,816.681357
-12484.0,74,824.92281
-8795.0,78,832.174227
-12838.0,73,840.560314
-14105.0,74,849.280569
-9374.0,75,857.578818
-10182.0,75,865.801354
-10240.0,75,874.058589
-11054.0,76,881.741241
-9409.0,75,889.8956
-8911.0,78,898.059166
-12303.0,73,905.09199
-10712.0,73,913.577148
-10036.0,78,921.687448
-9776.0,75,928.841954
-8430.0,78,937.279666
-13185.0,73,944.936888
-9152.0,78,953.17895
-10161.0,72,961.395014
-9727.0,75,969.587574
-10094.0,75,979.163532
-10985.0,73,986.450678
-9423.0,78,995.767536
-9365.0,78,1005.116058
-10980.0,72,1013.588127
-10335.0,72,1020.712867
-13159.0,72,1028.808158
-13405.0,72,1037.012318
-9423.0,73,1044.550877
-11464.0,72,1052.7672
-9159.0,75,1061.141017
-12700.0,72,1068.327384
-10273.0,71,1075.918497
-8645.0,75,1085.114091
-9068.0,75,1093.232994
-10902.0,73,1101.369025
-8607.0,78,1109.991597
-11213.0,72,1118.127623
-13084.0,72,1126.186802
-9858.0,75,1134.387154
-11598.0,73,1142.892609
-8458.0,78,1151.108629
-13934.0,72,1159.323175
-10420.0,72,1167.46608
-10529.0,73,1175.920862
-12511.0,73,1184.150611
-11514.0,73,1192.240133
-10235.0,75,1200.495203
-8440.0,75,1209.235688
-12835.0,77,1217.740593
-9715.0,75,1226.078169
-9900.0,72,1234.290157
-12622.0,72,1242.940693
-9756.0,73,1250.03277
-10030.0,72,1257.059159
-12143.0,73,1265.23207
-9533.0,73,1273.795794
-10719.0,72,1281.906553
-9815.0,73,1290.081497
-10358.0,72,1298.28103
-9452.0,71,1306.985656
-10407.0,72,1315.25054
-11360.0,71,1323.459809
-10646.0,72,1331.601153
-11567.0,72,1339.781806
-9237.0,75,1348.412854
-10559.0,72,1356.485514
-12265.0,71,1363.543499
-9537.0,72,1371.627219
-11837.0,72,1380.093742
-9299.0,73,1388.1371
-9650.0,73,1396.318758
-10078.0,75,1404.43408
-10041.0,75,1412.947679
-10293.0,72,1421.000373
-9936.0,73,1429.128095
-11513.0,72,1437.210691
-10274.0,72,1445.721848
-8349.0,75,1453.839345
-8673.0,75,1460.936386
-8547.0,75,1468.995971
-9765.0,75,1477.484576
-10161.0,73,1485.578636
-10392.0,73,1493.659041
-11032.0,72,1501.761082
-9947.0,73,1509.210508
-10324.0,73,1516.235722
-9274.0,72,1524.281351
-9151.0,78,1533.438759
-8920.0,73,1540.885609
-9323.0,73,1547.937781
-9348.0,73,1554.922761
-9095.0,75,1562.991813
-9780.0,74,1571.456897
-9256.0,75,1579.532149
-10372.0,75,1587.675978
-10840.0,73,1594.745201
-8946.0,78,1603.264866
-9778.0,75,1611.327491
-9973.0,73,1619.398416
-9626.0,75,1627.509002
-9900.0,73,1635.898615
-9672.0,75,1643.947281
-8480.0,78,1652.014396
-8992.0,74,1660.015653
-8523.0,78,1668.487021
-7904.0,78,1678.678416
-9504.0,73,1685.669202
-8761.0,73,1693.687284
-8621.0,75,1701.104669
-8330.0,73,1709.167555
-8454.0,73,1717.24946
-10250.0,75,1726.35521
-8968.0,75,1734.815916
-8868.0,75,1742.84826
-8804.0,78,1750.899829
-9437.0,75,1758.969571
-9123.0,75,1767.546757
-7877.0,78,1775.694182
-9053.0,78,1784.930199
-8941.0,74,1793.027492
-8771.0,75,1799.469887
-10923.0,75,1806.503104
-10645.0,75,1814.53335
-9618.0,75,1822.621868
