#{"t_start": 1701097595.019031, "env_id": "None"}
r,l,t
-50395.0,75,6.814832
-77467.0,77,12.773097
-127058.0,81,22.179356
-29977.0,75,30.786193
-87252.0,77,40.122269
-52117.0,75,49.118646
-58515.0,82,58.250003
-34910.0,75,67.731734
-27718.0,78,75.462806
-39233.0,78,84.33032
-21490.0,77,92.110967
-30991.0,76,101.38038
-31216.0,77,110.131024
-80190.0,81,118.927808
-46427.0,82,127.739748
-49295.0,80,134.73047
-51273.0,86,143.832881
-20578.0,77,152.512159
-37383.0,81,161.339357
-24167.0,77,169.211335
-25929.0,75,176.885828
-30282.0,79,185.41548
-22239.0,77,193.343579
-26304.0,74,202.250711
-41015.0,77,209.80905
-20115.0,79,216.379189
-16587.0,76,225.168346
-17277.0,78,232.519787
-17010.0,75,239.883223
-17496.0,75,246.20914
-18070.0,75,254.840854
-12970.0,77,263.119379
-25508.0,77,271.675949
-23925.0,77,279.998656
-20960.0,77,288.67204
-17862.0,77,296.997165
-16878.0,76,304.537513
-29103.0,78,311.972862
-16493.0,75,319.605684
-15131.0,78,327.985658
-21229.0,72,336.245485
-12046.0,74,344.476328
-16455.0,77,353.19488
-13019.0,77,361.59681
-16563.0,76,370.026245
-13584.0,77,379.501515
-12097.0,75,388.331868
-15461.0,77,396.736015
-18859.0,77,405.03045
-14957.0,75,413.316894
-13952.0,78,421.90028
-13345.0,73,430.103306
-12694.0,74,438.357947
-12739.0,75,446.623411
-14983.0,74,455.140053
-13334.0,73,462.234356
-15402.0,74,469.387525
-16263.0,77,477.576896
-14141.0,71,484.982951
-10524.0,75,493.100851
-12995.0,74,501.22921
-11012.0,75,509.395526
-12503.0,78,518.006458
-16180.0,75,526.37558
-10366.0,75,532.430258
-11286.0,75,540.555455
-11761.0,75,549.089159
-12145.0,73,556.150846
-12924.0,74,564.299827
-12177.0,74,572.49442
-10745.0,75,580.935638
-11075.0,75,588.934761
-11480.0,78,596.003554
-11490.0,75,604.0434
-11246.0,74,612.435444
-10487.0,78,620.544571
-13245.0,75,628.550799
-11516.0,74,635.56351
-9471.0,77,644.086022
-12457.0,78,652.301044
-11718.0,72,660.422886
-11720.0,78,668.474549
-11464.0,73,677.018591
-12791.0,72,685.154522
-12107.0,72,693.360217
-11538.0,72,701.556585
-13580.0,75,710.240236
-16220.0,71,718.519497
-15042.0,71,726.952073
-11885.0,72,735.252616
-13430.0,71,743.808868
-11662.0,72,751.934997
-11585.0,73,760.067054
-14033.0,72,767.199399
-9969.0,74,775.380796
-9987.0,73,783.934865
-11547.0,72,791.124849
-10807.0,73,799.39313
-11576.0,78,808.893955
-9705.0,78,818.606009
-12858.0,72,825.763556
-9414.0,78,833.05052
-17075.0,74,841.453501
-10878.0,74,850.148424
-16148.0,73,858.408149
-10762.0,73,866.561917
-13478.0,73,873.751616
-9957.0,80,882.546173
-12724.0,77,890.764011
-8404.0,75,898.858711
-15623.0,77,906.996583
-14301.0,75,915.522537
-10107.0,72,922.472055
-8280.0,77,929.699485
-10114.0,78,939.164359
-11617.0,72,945.754673
-9500.0,75,953.916467
-10481.0,72,962.135211
-10737.0,75,970.323154
-12095.0,73,977.798983
-9332.0,78,987.253705
-9632.0,72,994.384107
-11047.0,72,1002.533155
-9278.0,75,1011.095193
-9731.0,78,1021.447909
-11248.0,73,1029.569313
-10135.0,72,1037.776332
-10949.0,72,1045.28749
-9598.0,78,1054.696903
-9631.0,73,1061.991695
-9465.0,78,1069.318162
-10994.0,72,1077.973027
-8838.0,75,1086.111842
-10237.0,73,1094.217121
-10162.0,73,1102.360124
-9909.0,74,1110.846697
-11329.0,73,1119.007256
-10758.0,72,1127.07546
-10869.0,72,1135.199018
-10430.0,73,1143.71646
-9604.0,75,1151.844479
-11261.0,75,1160.128614
-10743.0,72,1168.267638
-11569.0,71,1176.68582
-11456.0,72,1184.89382
-10281.0,72,1191.926385
-10199.0,71,1199.068683
-10567.0,72,1207.707252
-12542.0,71,1213.971576
-11144.0,72,1222.230597
-10914.0,72,1230.432288
-8791.0,73,1239.167974
-10131.0,75,1247.341818
-10034.0,71,1254.339261
-10468.0,75,1262.529813
-8490.0,73,1271.116541
-8734.0,74,1279.28306
-9883.0,73,1288.471246
-9872.0,74,1296.737231
-8360.0,75,1305.527058
-12309.0,72,1313.802761
-10933.0,72,1322.045197
-8814.0,73,1330.218804
-11823.0,72,1338.391045
-8691.0,73,1346.960492
-9345.0,75,1355.122696
-9209.0,75,1364.326314
-9947.0,73,1372.43393
-8884.0,72,1380.900006
-9634.0,73,1388.958649
-10166.0,72,1397.108375
-10190.0,75,1405.220281
-10505.0,75,1413.731066
-9003.0,75,1421.858166
-11192.0,74,1430.018941
-10336.0,75,1438.155798
-9249.0,73,1446.727666
-8504.0,75,1454.819624
-9816.0,72,1461.834319
-8623.0,75,1469.904778
-9776.0,73,1478.341645
-9673.0,73,1486.452091
-9533.0,72,1494.499587
-9135.0,74,1502.654991
-9370.0,73,1510.07336
-10011.0,74,1518.153912
-10528.0,74,1526.250016
-8963.0,75,1534.321624
-8602.0,75,1541.821693
-10245.0,72,1548.835996
-9959.0,75,1556.898152
-8721.0,75,1564.970944
-9898.0,73,1573.397903
-8691.0,75,1581.459691
-8441.0,73,1588.530218
-8541.0,78,1596.727687
-9092.0,78,1605.227502
-10660.0,72,1613.247728
-10018.0,73,1621.336453
-10883.0,72,1628.359136
-10372.0,73,1636.750575
-9877.0,78,1645.871142
-10107.0,75,1652.851834
-8611.0,75,1660.857794
-10569.0,72,1669.224694
-10923.0,73,1676.23406
-9337.0,78,1686.402804
-10455.0,75,1694.458493
-8790.0,75,1702.914614
-9240.0,73,1709.939343
-11517.0,71,1717.988597
-9248.0,73,1724.994702
-8823.0,73,1733.412667
-9584.0,75,1741.453677
-9153.0,75,1748.429216
-11172.0,72,1756.409019
-9931.0,75,1764.994824
-9146.0,75,1773.071925
-8565.0,75,1780.167002
-11477.0,72,1788.24234
-10379.0,75,1796.728967
-8618.0,75,1803.76573
-8712.0,75,1811.811725
-11755.0,72,1818.792605
