#{"t_start": 1701097595.1220064, "env_id": "None"}
r,l,t
-71460.0,77,7.807446
-42949.0,80,15.878008
-79501.0,79,23.192251
-135043.0,80,33.072422
-78744.0,74,42.2341
-52865.0,75,50.175171
-88689.0,78,59.216152
-25083.0,78,68.763334
-42680.0,80,76.54966
-37235.0,78,85.403014
-59383.0,76,93.168776
-21297.0,77,102.437131
-35539.0,78,111.215964
-22943.0,79,119.973815
-41011.0,76,126.582289
-30899.0,81,134.617937
-80375.0,75,142.404327
-37385.0,79,151.154173
-33748.0,78,159.870375
-27672.0,77,167.763131
-53839.0,78,175.526894
-27192.0,78,184.01364
-45778.0,76,191.894446
-25153.0,79,200.927554
-19943.0,74,208.443222
-29664.0,73,214.875889
-18662.0,78,223.293064
-12940.0,77,230.012751
-22374.0,74,237.342818
-23189.0,77,244.792113
-19291.0,79,253.110823
-13268.0,78,261.795506
-21150.0,75,269.267294
-20425.0,77,277.616945
-13479.0,76,286.27468
-18235.0,77,294.579156
-18794.0,73,301.966681
-17551.0,80,309.489108
-13667.0,79,318.280421
-14720.0,78,326.65574
-13536.0,73,334.939335
-16159.0,79,343.297551
-14556.0,75,351.96376
-15815.0,78,360.37757
-15325.0,73,368.717355
-17112.0,72,377.073245
-20482.0,75,385.851613
-14523.0,77,394.265043
-12601.0,75,402.524641
-11207.0,75,410.826312
-12662.0,78,419.392124
-14875.0,74,427.616372
-11483.0,77,435.979345
-11060.0,77,444.284078
-11647.0,75,452.842872
-12855.0,77,461.051906
-11033.0,73,468.193447
-12643.0,75,476.33247
-12593.0,77,485.927517
-10291.0,75,494.045874
-11485.0,75,502.199704
-12047.0,73,509.296603
-16159.0,75,516.801988
-12392.0,75,525.168096
-10917.0,80,533.397664
-11511.0,76,541.553054
-10821.0,72,548.986267
-10820.0,77,557.172965
-9097.0,75,565.349084
-13245.0,75,573.56058
-10064.0,75,582.002797
-10395.0,75,590.007279
-12388.0,78,597.082048
-13150.0,75,605.102434
-10461.0,76,613.566607
-10884.0,75,621.595345
-10814.0,78,629.660195
-11298.0,78,636.822496
-10327.0,75,645.284602
-10140.0,76,653.42756
-13423.0,75,661.608417
-11507.0,77,669.675814
-11961.0,73,678.23576
-15240.0,73,686.387741
-16288.0,73,694.63382
-11580.0,73,702.828425
-14470.0,71,711.441593
-16875.0,70,719.685532
-14870.0,71,728.148224
-14112.0,71,736.366667
-10612.0,73,744.959857
-10481.0,73,753.10839
-11104.0,73,761.24194
-15284.0,70,769.369967
-14435.0,74,777.89338
-14814.0,72,786.082025
-12067.0,75,793.353166
-14427.0,71,801.609374
-9956.0,74,809.918593
